path,age,elderly
data\non_elderly\26_0_4_20170117200431437.jpg.chip.jpg,26,0
data\non_elderly\56_0_3_20170113190651833.jpg.chip.jpg,56,0
data\non_elderly\49_0_3_20170104214426925.jpg.chip.jpg,49,0
data\aligned_clean\82_0_2_20170111210612356.jpg.chip.jpg,82,1
data\non_elderly\23_1_4_20170103233611875.jpg.chip.jpg,23,0
data\aligned_clean\90_1_0_20170110180120743.jpg.chip.jpg,90,1
data\non_elderly\50_0_4_20170105173144813.jpg.chip.jpg,50,0
data\aligned_clean\85_1_0_20170110182428223.jpg.chip.jpg,85,1
data\non_elderly\7_0_0_20170110215920604.jpg.chip.jpg,7,0
data\non_elderly\8_1_3_20161220222820773.jpg.chip.jpg,8,0
data\non_elderly\12_1_3_20170117154644725.jpg.chip.jpg,12,0
data\aligned_clean\80_0_0_20170117172944233.jpg.chip.jpg,80,1
data\non_elderly\22_1_2_20170116162522559.jpg.chip.jpg,22,0
data\non_elderly\20_1_1_20170112231844733.jpg.chip.jpg,20,0
data\aligned_clean\66_0_0_20170111203309589.jpg.chip.jpg,66,1
data\aligned_clean\64_0_2_20170116193425715.jpg.chip.jpg,64,1
data\aligned_clean\66_1_0_20170110140952713.jpg.chip.jpg,66,1
data\aligned_clean\65_1_0_20170110133937781.jpg.chip.jpg,65,1
data\aligned_clean\85_1_2_20170110183509553.jpg.chip.jpg,85,1
data\aligned_clean\90_0_1_20170117194324750.jpg.chip.jpg,90,1
data\aligned_clean\85_1_1_20170110181748237.jpg.chip.jpg,85,1
data\non_elderly\28_0_1_20170117020126509.jpg.chip.jpg,28,0
data\non_elderly\25_0_4_20170117195023516.jpg.chip.jpg,25,0
data\non_elderly\15_1_0_20170104013549874.jpg.chip.jpg,15,0
data\aligned_clean\65_1_0_20170110141251497.jpg.chip.jpg,65,1
data\aligned_clean\69_1_0_20170110141835631.jpg.chip.jpg,69,1
data\non_elderly\40_1_0_20170117150823490.jpg.chip.jpg,40,0
data\non_elderly\42_1_0_20170116232623436.jpg.chip.jpg,42,0
data\non_elderly\42_1_0_20170117154916559.jpg.chip.jpg,42,0
data\non_elderly\30_0_0_20170119195542220.jpg.chip.jpg,30,0
data\aligned_clean\69_1_1_20170117195205819.jpg.chip.jpg,69,1
data\non_elderly\27_1_1_20170113000855147.jpg.chip.jpg,27,0
data\non_elderly\31_1_4_20170103182224513.jpg.chip.jpg,31,0
data\aligned_clean\75_0_0_20170111205052872.jpg.chip.jpg,75,1
data\aligned_clean\78_1_0_20170120230432160.jpg.chip.jpg,78,1
data\aligned_clean\73_0_1_20170117194956074.jpg.chip.jpg,73,1
data\aligned_clean\90_0_0_20170111210151491.jpg.chip.jpg,90,1
data\non_elderly\3_1_0_20170109190919498.jpg.chip.jpg,3,0
data\aligned_clean\72_0_0_20170111210133115.jpg.chip.jpg,72,1
data\non_elderly\41_0_1_20170116003552644.jpg.chip.jpg,41,0
data\non_elderly\50_0_0_20170120134018751.jpg.chip.jpg,50,0
data\aligned_clean\71_1_0_20170110141059193.jpg.chip.jpg,71,1
data\aligned_clean\71_1_0_20170110181725541.jpg.chip.jpg,71,1
data\non_elderly\38_1_1_20170117190452524.jpg.chip.jpg,38,0
data\non_elderly\16_1_0_20170109213044006.jpg.chip.jpg,16,0
data\non_elderly\13_1_3_20170117181350659.jpg.chip.jpg,13,0
data\aligned_clean\82_0_2_20170112224024582.jpg.chip.jpg,82,1
data\non_elderly\22_0_1_20170114033213586.jpg.chip.jpg,22,0
data\non_elderly\42_0_3_20170105172357317.jpg.chip.jpg,42,0
data\aligned_clean\79_1_0_20170111201959926.jpg.chip.jpg,79,1
data\non_elderly\40_0_2_20170116162129430.jpg.chip.jpg,40,0
data\non_elderly\42_0_1_20170113174159700.jpg.chip.jpg,42,0
data\non_elderly\59_0_0_20170109011033488.jpg.chip.jpg,59,0
data\non_elderly\56_1_3_20170119192943673.jpg.chip.jpg,56,0
data\non_elderly\12_1_0_20170109200926532.jpg.chip.jpg,12,0
data\aligned_clean\85_1_0_20170110182055926.jpg.chip.jpg,85,1
data\aligned_clean\60_1_0_20170110160643704.jpg.chip.jpg,60,1
data\non_elderly\28_1_1_20170112234557232.jpg.chip.jpg,28,0
data\non_elderly\59_1_0_20170105171834484.jpg.chip.jpg,59,0
data\non_elderly\42_0_0_20170104210426844.jpg.chip.jpg,42,0
data\non_elderly\10_0_0_20170110224255796.jpg.chip.jpg,10,0
data\aligned_clean\84_1_2_20170120225608458.jpg.chip.jpg,84,1
data\non_elderly\27_1_1_20170112231925888.jpg.chip.jpg,27,0
data\non_elderly\13_0_0_20170110225513115.jpg.chip.jpg,13,0
data\aligned_clean\83_0_0_20170111223725228.jpg.chip.jpg,83,1
data\non_elderly\33_0_0_20170116232429422.jpg.chip.jpg,33,0
data\aligned_clean\60_1_0_20170110140645753.jpg.chip.jpg,60,1
data\non_elderly\1_0_2_20161219142002631.jpg.chip.jpg,1,0
data\non_elderly\21_1_0_20170109213123896.jpg.chip.jpg,21,0
data\aligned_clean\72_0_0_20170111210622013.jpg.chip.jpg,72,1
data\aligned_clean\61_0_1_20170117193718791.jpg.chip.jpg,61,1
data\non_elderly\49_0_0_20170117135230645.jpg.chip.jpg,49,0
data\aligned_clean\65_0_1_20170111181750510.jpg.chip.jpg,65,1
data\aligned_clean\80_0_0_20170111211441005.jpg.chip.jpg,80,1
data\non_elderly\58_0_0_20170117191837444.jpg.chip.jpg,58,0
data\aligned_clean\90_1_2_20170111205444634.jpg.chip.jpg,90,1
data\aligned_clean\83_0_0_20170117195413882.jpg.chip.jpg,83,1
data\aligned_clean\66_1_0_20170110122914995.jpg.chip.jpg,66,1
data\aligned_clean\85_1_2_20170110183501116.jpg.chip.jpg,85,1
data\non_elderly\38_0_1_20170105183954127.jpg.chip.jpg,38,0
data\non_elderly\24_1_4_20170103223911478.jpg.chip.jpg,24,0
data\non_elderly\26_1_3_20170104232150859.jpg.chip.jpg,26,0
data\non_elderly\22_0_0_20170117134653966.jpg.chip.jpg,22,0
data\aligned_clean\90_0_0_20170111210220723.jpg.chip.jpg,90,1
data\non_elderly\38_1_3_20170105002602973.jpg.chip.jpg,38,0
data\non_elderly\13_1_0_20170109214402325.jpg.chip.jpg,13,0
data\non_elderly\32_0_3_20170119200339548.jpg.chip.jpg,32,0
data\non_elderly\36_0_3_20170117183130453.jpg.chip.jpg,36,0
data\non_elderly\58_0_0_20170120224606727.jpg.chip.jpg,58,0
data\aligned_clean\62_0_3_20170111204125673.jpg.chip.jpg,62,1
data\non_elderly\51_0_1_20170117173705235.jpg.chip.jpg,51,0
data\non_elderly\42_1_1_20170113012009655.jpg.chip.jpg,42,0
data\aligned_clean\60_0_1_20170113152726713.jpg.chip.jpg,60,1
data\non_elderly\49_0_0_20170117153916924.jpg.chip.jpg,49,0
data\non_elderly\46_0_3_20170119195336586.jpg.chip.jpg,46,0
data\non_elderly\14_0_2_20170104013318514.jpg.chip.jpg,14,0
data\non_elderly\14_0_0_20170110224528797.jpg.chip.jpg,14,0
data\non_elderly\35_0_0_20170117180401255.jpg.chip.jpg,35,0
data\non_elderly\54_1_3_20170104220907782.jpg.chip.jpg,54,0
data\non_elderly\50_1_1_20170113012828731.jpg.chip.jpg,50,0
data\non_elderly\41_1_1_20170117021604893.jpg.chip.jpg,41,0
data\aligned_clean\66_0_3_20170117195129091.jpg.chip.jpg,66,1
data\non_elderly\15_0_3_20170105183235993.jpg.chip.jpg,15,0
data\non_elderly\33_1_3_20170109132139583.jpg.chip.jpg,33,0
data\non_elderly\46_0_1_20170117171118355.jpg.chip.jpg,46,0
data\non_elderly\55_0_2_20170109013414020.jpg.chip.jpg,55,0
data\aligned_clean\65_1_0_20170110152931044.jpg.chip.jpg,65,1
data\aligned_clean\79_0_0_20170111205953011.jpg.chip.jpg,79,1
data\aligned_clean\63_1_0_20170110160643860.jpg.chip.jpg,63,1
data\non_elderly\27_0_2_20170112193056503.jpg.chip.jpg,27,0
data\aligned_clean\83_1_0_20170110131402507.jpg.chip.jpg,83,1
data\aligned_clean\71_1_0_20170110143306064.jpg.chip.jpg,71,1
data\non_elderly\29_1_1_20170112214952639.jpg.chip.jpg,29,0
data\aligned_clean\90_0_0_20170111210501751.jpg.chip.jpg,90,1
data\non_elderly\15_0_0_20170110224312647.jpg.chip.jpg,15,0
data\non_elderly\11_1_4_20170104005813063.jpg.chip.jpg,11,0
data\non_elderly\25_0_3_20170119171150192.jpg.chip.jpg,25,0
data\non_elderly\1_1_2_20161219222758263.jpg.chip.jpg,1,0
data\non_elderly\37_0_2_20170116192043134.jpg.chip.jpg,37,0
data\aligned_clean\68_1_0_20170110160644032.jpg.chip.jpg,68,1
data\aligned_clean\60_1_0_20170110131859302.jpg.chip.jpg,60,1
data\aligned_clean\75_0_0_20170112224041371.jpg.chip.jpg,75,1
data\non_elderly\55_0_0_20170116232628323.jpg.chip.jpg,55,0
data\non_elderly\56_0_1_20170113174909839.jpg.chip.jpg,56,0
data\aligned_clean\92_1_0_20170110133307879.jpg.chip.jpg,92,1
data\non_elderly\47_0_4_20170104210453028.jpg.chip.jpg,47,0
data\non_elderly\24_1_3_20170104222339654.jpg.chip.jpg,24,0
data\aligned_clean\72_1_0_20170110180409214.jpg.chip.jpg,72,1
data\non_elderly\39_0_0_20170105165203483.jpg.chip.jpg,39,0
data\aligned_clean\62_1_0_20170110175644800.jpg.chip.jpg,62,1
data\non_elderly\25_1_0_20170117195134252.jpg.chip.jpg,25,0
data\aligned_clean\60_1_0_20170110152225746.jpg.chip.jpg,60,1
data\aligned_clean\116_1_0_20170112213001988.jpg.chip.jpg,116,1
data\aligned_clean\80_1_0_20170110155128293.jpg.chip.jpg,80,1
data\non_elderly\40_1_0_20170117092603386.jpg.chip.jpg,40,0
data\non_elderly\41_0_2_20170104200819057.jpg.chip.jpg,41,0
data\non_elderly\4_1_0_20161219225102680.jpg.chip.jpg,4,0
data\aligned_clean\76_1_0_20170110180413588.jpg.chip.jpg,76,1
data\non_elderly\53_0_0_20170120223146786.jpg.chip.jpg,53,0
data\aligned_clean\65_1_0_20170110154550300.jpg.chip.jpg,65,1
data\non_elderly\29_1_2_20170116191212709.jpg.chip.jpg,29,0
data\aligned_clean\90_1_0_20170110182008441.jpg.chip.jpg,90,1
data\non_elderly\16_1_0_20170109214342165.jpg.chip.jpg,16,0
data\aligned_clean\80_0_0_20170117174413373.jpg.chip.jpg,80,1
data\non_elderly\58_0_0_20170105173557845.jpg.chip.jpg,58,0
data\non_elderly\27_0_0_20170117144431762.jpg.chip.jpg,27,0
data\non_elderly\52_0_1_20170113173047312.jpg.chip.jpg,52,0
data\non_elderly\37_1_1_20170113001818716.jpg.chip.jpg,37,0
data\aligned_clean\85_0_0_20170111205432369.jpg.chip.jpg,85,1
data\non_elderly\47_0_1_20170117021247110.jpg.chip.jpg,47,0
data\non_elderly\38_0_0_20170109013142560.jpg.chip.jpg,38,0
data\non_elderly\49_0_3_20170109011146753.jpg.chip.jpg,49,0
data\non_elderly\45_1_0_20170104205620028.jpg.chip.jpg,45,0
data\non_elderly\12_0_0_20170117133903517.jpg.chip.jpg,12,0
data\non_elderly\9_0_0_20170110224611885.jpg.chip.jpg,9,0
data\non_elderly\43_0_0_20170117142951181.jpg.chip.jpg,43,0
data\aligned_clean\70_1_0_20170120223616646.jpg.chip.jpg,70,1
data\non_elderly\50_1_0_20170105001410549.jpg.chip.jpg,50,0
data\non_elderly\3_0_0_20170110213730328.jpg.chip.jpg,3,0
data\aligned_clean\85_1_0_20170110180531278.jpg.chip.jpg,85,1
data\non_elderly\44_0_0_20170120140310249.jpg.chip.jpg,44,0
data\non_elderly\49_0_0_20170105172956637.jpg.chip.jpg,49,0
data\aligned_clean\61_1_0_20170110122324992.jpg.chip.jpg,61,1
data\non_elderly\37_0_0_20170116200645679.jpg.chip.jpg,37,0
data\aligned_clean\62_0_0_20170111210530412.jpg.chip.jpg,62,1
data\non_elderly\20_1_0_20170117135500046.jpg.chip.jpg,20,0
data\aligned_clean\62_0_0_20170111205342810.jpg.chip.jpg,62,1
data\non_elderly\44_0_1_20170113154757026.jpg.chip.jpg,44,0
data\aligned_clean\66_1_0_20170110132126931.jpg.chip.jpg,66,1
data\aligned_clean\115_1_1_20170112213257263.jpg.chip.jpg,115,1
data\non_elderly\18_1_0_20170109214248716.jpg.chip.jpg,18,0
data\aligned_clean\66_1_0_20170110160643970.jpg.chip.jpg,66,1
data\non_elderly\37_0_0_20170120221604091.jpg.chip.jpg,37,0
data\non_elderly\13_1_4_20170104005323135.jpg.chip.jpg,13,0
data\non_elderly\27_1_1_20170113012427688.jpg.chip.jpg,27,0
data\aligned_clean\65_0_1_20170117165348576.jpg.chip.jpg,65,1
data\aligned_clean\89_0_0_20170111210541562.jpg.chip.jpg,89,1
data\non_elderly\11_0_0_20170110224606036.jpg.chip.jpg,11,0
data\non_elderly\20_1_1_20170113005503503.jpg.chip.jpg,20,0
data\aligned_clean\85_1_3_20170110183506044.jpg.chip.jpg,85,1
data\aligned_clean\85_1_1_20170110182031363.jpg.chip.jpg,85,1
data\aligned_clean\80_1_0_20170110141751087.jpg.chip.jpg,80,1
data\non_elderly\4_0_2_20161219194114267.jpg.chip.jpg,4,0
data\aligned_clean\92_1_0_20170110182402526.jpg.chip.jpg,92,1
data\non_elderly\47_0_1_20170113184219303.jpg.chip.jpg,47,0
data\non_elderly\48_0_0_20170117160506440.jpg.chip.jpg,48,0
data\non_elderly\31_1_0_20170104172947139.jpg.chip.jpg,31,0
data\non_elderly\35_0_0_20170119171132449.jpg.chip.jpg,35,0
data\aligned_clean\61_0_1_20170117194609172.jpg.chip.jpg,61,1
data\non_elderly\31_0_0_20170113210319237.jpg.chip.jpg,31,0
data\aligned_clean\76_1_0_20170110140935777.jpg.chip.jpg,76,1
data\non_elderly\23_1_0_20170116173236417.jpg.chip.jpg,23,0
data\non_elderly\40_1_1_20170117171222293.jpg.chip.jpg,40,0
data\non_elderly\27_1_2_20170116165546386.jpg.chip.jpg,27,0
data\non_elderly\40_1_0_20170104183430557.jpg.chip.jpg,40,0
data\non_elderly\2_1_2_20161219140706417.jpg.chip.jpg,2,0
data\aligned_clean\75_0_0_20170111210855670.jpg.chip.jpg,75,1
data\aligned_clean\60_0_0_20170111171747549.jpg.chip.jpg,60,1
data\non_elderly\3_1_3_20161219225534376.jpg.chip.jpg,3,0
data\non_elderly\23_1_2_20170116173152188.jpg.chip.jpg,23,0
data\aligned_clean\65_0_0_20170111210257547.jpg.chip.jpg,65,1
data\non_elderly\2_1_4_20170103213232676.jpg.chip.jpg,2,0
data\non_elderly\47_0_0_20170119145412957.jpg.chip.jpg,47,0
data\non_elderly\8_1_0_20170109205028805.jpg.chip.jpg,8,0
data\non_elderly\57_0_0_20170105173447996.jpg.chip.jpg,57,0
data\aligned_clean\72_1_0_20170110140754434.jpg.chip.jpg,72,1
data\non_elderly\14_1_0_20170119150832998.jpg.chip.jpg,14,0
data\aligned_clean\72_1_0_20170110153733573.jpg.chip.jpg,72,1
data\non_elderly\46_1_3_20170104183801700.jpg.chip.jpg,46,0
data\non_elderly\44_0_0_20170109002148152.jpg.chip.jpg,44,0
data\non_elderly\43_1_0_20170119204611182.jpg.chip.jpg,43,0
data\non_elderly\29_0_1_20170113173014241.jpg.chip.jpg,29,0
data\aligned_clean\67_1_0_20170110143255682.jpg.chip.jpg,67,1
data\aligned_clean\66_0_1_20170111195703017.jpg.chip.jpg,66,1
data\aligned_clean\65_0_1_20170117191903245.jpg.chip.jpg,65,1
data\aligned_clean\64_1_0_20170110160643876.jpg.chip.jpg,64,1
data\non_elderly\3_0_2_20161219221714703.jpg.chip.jpg,3,0
data\aligned_clean\75_0_0_20170111210525525.jpg.chip.jpg,75,1
data\aligned_clean\65_1_0_20170110132512700.jpg.chip.jpg,65,1
data\aligned_clean\84_1_0_20170110181735987.jpg.chip.jpg,84,1
data\non_elderly\54_0_1_20170113185028970.jpg.chip.jpg,54,0
data\aligned_clean\65_0_0_20170113190804729.jpg.chip.jpg,65,1
data\non_elderly\6_1_2_20161219200113379.jpg.chip.jpg,6,0
data\aligned_clean\60_1_0_20170110153435061.jpg.chip.jpg,60,1
data\non_elderly\31_0_3_20170104165548728.jpg.chip.jpg,31,0
data\non_elderly\12_0_4_20170103201824880.jpg.chip.jpg,12,0
data\non_elderly\8_0_0_20170110220159954.jpg.chip.jpg,8,0
data\non_elderly\21_0_0_20170117141910383.jpg.chip.jpg,21,0
data\non_elderly\54_1_0_20170105173508749.jpg.chip.jpg,54,0
data\aligned_clean\88_1_0_20170105174941006.jpg.chip.jpg,88,1
data\aligned_clean\73_0_3_20170105180955031.jpg.chip.jpg,73,1
data\non_elderly\28_1_2_20170104020633108.jpg.chip.jpg,28,0
data\non_elderly\20_1_0_20170117192327053.jpg.chip.jpg,20,0
data\aligned_clean\82_1_0_20170110141329969.jpg.chip.jpg,82,1
data\non_elderly\47_0_1_20170117172015693.jpg.chip.jpg,47,0
data\aligned_clean\65_0_0_20170111211445229.jpg.chip.jpg,65,1
data\non_elderly\52_0_3_20170109142447723.jpg.chip.jpg,52,0
data\aligned_clean\75_0_0_20170111203916648.jpg.chip.jpg,75,1
data\aligned_clean\72_1_0_20170110173128700.jpg.chip.jpg,72,1
data\non_elderly\12_1_0_20170103200659679.jpg.chip.jpg,12,0
data\non_elderly\14_0_0_20170110225725643.jpg.chip.jpg,14,0
data\aligned_clean\90_0_0_20170120222443834.jpg.chip.jpg,90,1
data\non_elderly\27_1_0_20170109132420616.jpg.chip.jpg,27,0
data\aligned_clean\72_0_1_20170111210712990.jpg.chip.jpg,72,1
data\non_elderly\52_0_0_20170117190847091.jpg.chip.jpg,52,0
data\aligned_clean\75_0_0_20170111210208339.jpg.chip.jpg,75,1
data\non_elderly\2_0_2_20161219195037083.jpg.chip.jpg,2,0
data\non_elderly\30_1_1_20170112211330988.jpg.chip.jpg,30,0
data\non_elderly\50_1_0_20170119205606664.jpg.chip.jpg,50,0
data\aligned_clean\75_0_0_20170117175217462.jpg.chip.jpg,75,1
data\non_elderly\18_1_0_20170105002457379.jpg.chip.jpg,18,0
data\non_elderly\27_1_2_20170116162949938.jpg.chip.jpg,27,0
data\non_elderly\45_0_3_20170119194832939.jpg.chip.jpg,45,0
data\non_elderly\10_1_0_20170109203642966.jpg.chip.jpg,10,0
data\non_elderly\24_1_4_20170103234017197.jpg.chip.jpg,24,0
data\aligned_clean\78_0_0_20170111221844550.jpg.chip.jpg,78,1
data\non_elderly\32_0_2_20170116162354491.jpg.chip.jpg,32,0
data\non_elderly\2_1_2_20161219151217243.jpg.chip.jpg,2,0
data\non_elderly\27_1_1_20170117120629605.jpg.chip.jpg,27,0
data\non_elderly\37_0_0_20170108235752354.jpg.chip.jpg,37,0
data\non_elderly\38_1_1_20170112205041100.jpg.chip.jpg,38,0
data\aligned_clean\60_1_0_20170110141239841.jpg.chip.jpg,60,1
data\aligned_clean\64_1_0_20170110132112143.jpg.chip.jpg,64,1
data\aligned_clean\62_0_0_20170111171747595.jpg.chip.jpg,62,1
data\non_elderly\50_0_0_20170117130056489.jpg.chip.jpg,50,0
data\non_elderly\20_1_1_20170114031114934.jpg.chip.jpg,20,0
data\non_elderly\26_1_1_20170116023808283.jpg.chip.jpg,26,0
data\non_elderly\18_1_0_20170109212830216.jpg.chip.jpg,18,0
data\aligned_clean\90_1_1_20170117195305990.jpg.chip.jpg,90,1
data\non_elderly\58_0_0_20170111204009616.jpg.chip.jpg,58,0
data\non_elderly\34_0_3_20170119151259742.jpg.chip.jpg,34,0
data\non_elderly\23_0_1_20170117144346825.jpg.chip.jpg,23,0
data\non_elderly\45_0_0_20170120134450959.jpg.chip.jpg,45,0
data\non_elderly\56_1_0_20170120140341104.jpg.chip.jpg,56,0
data\aligned_clean\60_1_0_20170110141612400.jpg.chip.jpg,60,1
data\non_elderly\36_0_3_20170119183659343.jpg.chip.jpg,36,0
data\non_elderly\43_0_3_20170119180619699.jpg.chip.jpg,43,0
data\non_elderly\59_0_0_20170104185548054.jpg.chip.jpg,59,0
data\aligned_clean\61_0_2_20170111203805430.jpg.chip.jpg,61,1
data\non_elderly\8_1_3_20170104221730663.jpg.chip.jpg,8,0
data\non_elderly\23_0_4_20170103234915411.jpg.chip.jpg,23,0
data\non_elderly\47_1_1_20170113012000953.jpg.chip.jpg,47,0
data\non_elderly\26_0_1_20170117152256332.jpg.chip.jpg,26,0
data\non_elderly\50_0_0_20170111171747294.jpg.chip.jpg,50,0
data\non_elderly\29_0_4_20170103235201420.jpg.chip.jpg,29,0
data\non_elderly\46_1_1_20170113001246891.jpg.chip.jpg,46,0
data\aligned_clean\67_0_1_20170117172054412.jpg.chip.jpg,67,1
data\aligned_clean\85_0_0_20170111205438305.jpg.chip.jpg,85,1
data\aligned_clean\76_1_2_20170110180413588.jpg.chip.jpg,76,1
data\non_elderly\20_1_2_20170116170359820.jpg.chip.jpg,20,0
data\non_elderly\48_1_0_20170105173544229.jpg.chip.jpg,48,0
data\aligned_clean\60_0_0_20170109013439834.jpg.chip.jpg,60,1
data\non_elderly\36_0_3_20170119194613458.jpg.chip.jpg,36,0
data\non_elderly\33_0_3_20170119164235580.jpg.chip.jpg,33,0
data\aligned_clean\65_0_0_20170111205148232.jpg.chip.jpg,65,1
data\aligned_clean\66_1_0_20170110140456209.jpg.chip.jpg,66,1
data\non_elderly\52_0_4_20170103235931765.jpg.chip.jpg,52,0
data\aligned_clean\78_0_0_20170111221840478.jpg.chip.jpg,78,1
data\non_elderly\8_1_0_20170109201654441.jpg.chip.jpg,8,0
data\non_elderly\22_1_3_20170119163326293.jpg.chip.jpg,22,0
data\non_elderly\45_0_0_20170117185722081.jpg.chip.jpg,45,0
data\non_elderly\8_1_3_20161220220407073.jpg.chip.jpg,8,0
data\aligned_clean\79_0_0_20170111210813495.jpg.chip.jpg,79,1
data\non_elderly\28_0_2_20170116163443678.jpg.chip.jpg,28,0
data\aligned_clean\88_1_0_20170110183140329.jpg.chip.jpg,88,1
data\non_elderly\26_0_0_20170117172408564.jpg.chip.jpg,26,0
data\non_elderly\28_0_1_20170112211822909.jpg.chip.jpg,28,0
data\non_elderly\51_0_1_20170113173639578.jpg.chip.jpg,51,0
data\non_elderly\52_1_0_20170110123106118.jpg.chip.jpg,52,0
data\non_elderly\28_1_2_20170116190131133.jpg.chip.jpg,28,0
data\non_elderly\33_0_0_20170120220056442.jpg.chip.jpg,33,0
data\aligned_clean\80_1_2_20170119211723865.jpg.chip.jpg,80,1
data\aligned_clean\116_1_3_20170120134744096.jpg.chip.jpg,116,1
data\aligned_clean\61_1_1_20170117173441980.jpg.chip.jpg,61,1
data\non_elderly\32_0_0_20170117140230056.jpg.chip.jpg,32,0
data\non_elderly\56_1_3_20170109142228705.jpg.chip.jpg,56,0
data\aligned_clean\62_1_0_20170110131856737.jpg.chip.jpg,62,1
data\aligned_clean\77_0_1_20170117173757948.jpg.chip.jpg,77,1
data\non_elderly\50_1_1_20170117145027850.jpg.chip.jpg,50,0
data\non_elderly\1_0_2_20161219142124569.jpg.chip.jpg,1,0
data\non_elderly\54_1_2_20170116193506567.jpg.chip.jpg,54,0
data\aligned_clean\72_0_2_20170112205400276.jpg.chip.jpg,72,1
data\aligned_clean\67_0_0_20170117192237235.jpg.chip.jpg,67,1
data\aligned_clean\85_1_0_20170110183112103.jpg.chip.jpg,85,1
data\aligned_clean\65_0_1_20170111171747640.jpg.chip.jpg,65,1
data\non_elderly\30_0_0_20170116215546940.jpg.chip.jpg,30,0
data\aligned_clean\80_1_0_20170110140819226.jpg.chip.jpg,80,1
data\non_elderly\27_1_1_20170112213507183.jpg.chip.jpg,27,0
data\non_elderly\41_0_0_20170104200612385.jpg.chip.jpg,41,0
data\non_elderly\44_0_3_20170119195144674.jpg.chip.jpg,44,0
data\non_elderly\51_0_0_20170109012546903.jpg.chip.jpg,51,0
data\non_elderly\55_1_0_20170109012617704.jpg.chip.jpg,55,0
data\non_elderly\59_0_0_20170109013159809.jpg.chip.jpg,59,0
data\aligned_clean\69_0_1_20170111203711198.jpg.chip.jpg,69,1
data\non_elderly\46_0_1_20170113184447960.jpg.chip.jpg,46,0
data\aligned_clean\82_0_2_20170111210110290.jpg.chip.jpg,82,1
data\aligned_clean\83_1_0_20170110181333958.jpg.chip.jpg,83,1
data\non_elderly\20_0_0_20170104230048181.jpg.chip.jpg,20,0
data\non_elderly\22_1_2_20170116172741591.jpg.chip.jpg,22,0
data\aligned_clean\67_0_1_20170117143355801.jpg.chip.jpg,67,1
data\non_elderly\40_0_0_20170117121759794.jpg.chip.jpg,40,0
data\non_elderly\22_0_2_20170117135152126.jpg.chip.jpg,22,0
data\non_elderly\5_0_0_20170110213200213.jpg.chip.jpg,5,0
data\aligned_clean\91_0_1_20170117194736477.jpg.chip.jpg,91,1
data\aligned_clean\85_1_0_20170110184001159.jpg.chip.jpg,85,1
data\aligned_clean\80_1_0_20170110182353061.jpg.chip.jpg,80,1
data\aligned_clean\65_0_0_20170111204015410.jpg.chip.jpg,65,1
data\non_elderly\27_1_1_20170117013822716.jpg.chip.jpg,27,0
data\aligned_clean\80_0_2_20170112224311842.jpg.chip.jpg,80,1
data\aligned_clean\88_1_0_20170110183704246.jpg.chip.jpg,88,1
data\aligned_clean\87_0_1_20170117194805270.jpg.chip.jpg,87,1
data\non_elderly\19_1_4_20170109192214298.jpg.chip.jpg,19,0
data\aligned_clean\80_0_0_20170111210305500.jpg.chip.jpg,80,1
data\non_elderly\47_0_0_20170105173009578.jpg.chip.jpg,47,0
data\non_elderly\48_0_0_20170104201250552.jpg.chip.jpg,48,0
data\non_elderly\10_0_0_20170110224757882.jpg.chip.jpg,10,0
data\non_elderly\43_0_3_20170119162826244.jpg.chip.jpg,43,0
data\aligned_clean\71_1_0_20170110131635408.jpg.chip.jpg,71,1
data\aligned_clean\80_0_1_20170111205551658.jpg.chip.jpg,80,1
data\non_elderly\50_0_0_20170113184526311.jpg.chip.jpg,50,0
data\aligned_clean\69_0_0_20170111200511915.jpg.chip.jpg,69,1
data\non_elderly\8_0_0_20170110215642859.jpg.chip.jpg,8,0
data\aligned_clean\75_0_0_20170111201111541.jpg.chip.jpg,75,1
data\non_elderly\41_1_0_20170109010103671.jpg.chip.jpg,41,0
data\aligned_clean\72_0_0_20170111201853033.jpg.chip.jpg,72,1
data\non_elderly\38_0_0_20170114033044391.jpg.chip.jpg,38,0
data\aligned_clean\89_1_0_20170110183554182.jpg.chip.jpg,89,1
data\aligned_clean\63_0_0_20170105180938823.jpg.chip.jpg,63,1
data\non_elderly\35_0_0_20170117200544166.jpg.chip.jpg,35,0
data\aligned_clean\72_1_0_20170110183431246.jpg.chip.jpg,72,1
data\non_elderly\30_0_1_20170104170359625.jpg.chip.jpg,30,0
data\non_elderly\46_0_0_20170105173017060.jpg.chip.jpg,46,0
data\non_elderly\16_0_0_20170110232611516.jpg.chip.jpg,16,0
data\non_elderly\11_1_0_20170103200517422.jpg.chip.jpg,11,0
data\non_elderly\6_0_0_20170110215331722.jpg.chip.jpg,6,0
data\non_elderly\12_0_0_20170110225348936.jpg.chip.jpg,12,0
data\non_elderly\46_0_3_20170119183110614.jpg.chip.jpg,46,0
data\non_elderly\31_0_0_20170104170131913.jpg.chip.jpg,31,0
data\non_elderly\10_0_1_20170116225209209.jpg.chip.jpg,10,0
data\non_elderly\3_0_2_20161219142553649.jpg.chip.jpg,3,0
data\non_elderly\31_0_0_20170111181750350.jpg.chip.jpg,31,0
data\aligned_clean\70_1_0_20170110122851852.jpg.chip.jpg,70,1
data\non_elderly\38_1_0_20170117154132795.jpg.chip.jpg,38,0
data\non_elderly\2_1_2_20161219155720461.jpg.chip.jpg,2,0
